publisher_id,bgg_id,name_en,description,country_code
pub_38131,38131,Deep Water Games,"<p><strong>Deep Water Games</strong> was founded by Jacob Way, N3 Art founder Nolan Nasser, and Source Point Press Editor-in-Chief Travis McIntire.</p> <p>Our goal is to add more players to the board ",
pub_37230,37230,Dude Games,"<p>Board game publisher based in the US that originally began as a ditributer: <em><strong><a href=""/boardgamepublisher/25250/distribution-dude"" >Distribution Dude</a></strong></em>.</p>",
pub_5527,5527,Fantasy Shop,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_855,855,Phalanx Games B.V.,"Publisher.<br /> <p><strong>Microbadge</strong></p> <p><a href=""/microbadge/2285""><img alt='Microbadge: Phalanx Games fan' onmouseover=""return overlib('Phalanx Games fan', WRAP );"" onmouseout=""return ",
pub_47575,47575,Lighthouse Games,"<p>Boardgame Studio</p> <p>Source of description are:</p> <ul> <li> <a rel=""nofollow"" href=""https://www.lighthousegms.com"" onclick=""window.open(this.href, '_blank'); return false;"">https://www.lightho",
pub_6267,6267,Odysseia Jogos,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_5774,5774,Bézier Games,"<p><strong>B&eacute;zier Games, Inc.</strong> makes strategy games and card games that are richly themed, including the top-ranked <em>Ultimate Werewolf</em> series, <em>Suburbia</em>, <em>Castles of ",
pub_92,92,3M,"<strong>BGG Wiki Pages for 3M Game Lines</strong><br /> <ul> <li> <a class="""" href=""/wiki/page/3M_Bookshelf_Series#"">3M Bookshelf Games</a></li> <li> <a class="""" href=""/wiki/page/3M_Gamette_series#"">3",
pub_404,404,Alga,"<p>Tagline: <strong>&quot;Alla spelar Alga&quot;</strong> (<em>&quot;Everybody plays Alga&quot;</em>)</p> <p><strong>Alga</strong> was established in 1917 by Pressbyr&aring;n AB, a company that sold n",
pub_362,362,Ariel Productions Ltd,"<p>Ariel Productions Ltd was a division of Philmar Ltd, the famous maker of jig-saw puzzles, which had been founded by Philip Marx in 1937. <br /> Ariel had been makers of board games for some years b",
pub_5,5,The Avalon Hill Game Co,"<p><a href=""/boardgamepublisher/7415/the-avalon-game-company"" >The Avalon Game Company</a> was the genesis of <a href=""/boardgamepublisher/5/the-avalon-hill-game-co"" >The Avalon Hill Game Co.</a> and ",
pub_4922,4922,Barnes & Noble,"<p>(From their website)</p> <p>Our mission is to operate the best specialty retail business in America, regardless of the product we sell. Because the product we sell is books, our aspirations must be",
pub_35302,35302,Brybelly,"<p>Brybelly Holdings, Inc (Brybelly) was founded by Jeffrey Smith and Knute Lentz on January 1, 2005 as an internet retailer of gaming products selling across several e-commerce platforms and specialt",
pub_6765,6765,Carl Weible KG,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_3828,3828,Carlton Books,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_1307,1307,Cathay,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_2401,2401,CHH Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_17388,17388,Creative Crafthouse,"<p>At Creative Crafthouse, we pride ourselves on offering high-quality, handcrafted wood mind-bender and brainteaser puzzles and games. We know that logic, reasoning, and analytical skills are all vit",
pub_193,193,Crisloid,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_485,485,Dal Negro,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_377,377,Dynamic Games / Dynamic Design Industries,"<p>&quot;Dynamic Design Industries&quot; was a division of Reiss Associates Inc. {later known as <a href=""/boardgamepublisher/945/reiss-games"" >Reiss Games</a>}, according to the book &quot;A Player's",
pub_11188,11188,Fame Products,"<p>Fort Worth based manufacturer, importer and distributor of traditional board games and accessories.</p>",
pub_2456,2456,"The Game Crafter, LLC","<p><strong><a rel=""nofollow"" href=""http://www.thegamecrafter.com/"" onclick=""window.open(this.href, '_blank'); return false;"">The Game Crafter, LLC</a> (TGC) is the world's first web-to-print game publ",
pub_16977,16977,"The Game Keeper, Inc.",<p>game publisher</p>,
pub_280,280,Gamma Two Games,"<p>The 1970s was a time of powerhouse board game companies, with Parker Brothers, Waddingtons House of Games, and Milton Bradley hitting their stride, but there was room in the game market for a small",
pub_958,958,Gammon Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_5085,5085,Geoludie,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_5247,5247,Hartung-Spiele,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_6262,6262,HEMA,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_5789,5789,Hobby,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_9187,9187,Ishi Press International,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_25837,25837,J.P. Raymond Rivarola,<p>Jean-Pierre Raymond Rivarola is a Business Coaching expert and uses boardgames to teach business skills. See his LinkedIn and Facebook pages.</p>,
pub_4111,4111,"Japan Publications, Inc.",<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_291,291,"John N. Hansen Co., Inc.",<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_6266,6266,L. P. Septímio,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_12135,12135,Longfield Games,"<p>Longfield is a publisher of mainly public domain games (chess, backgammon, etc.), puzzles, and related articles.</p>",
pub_8253,8253,Michael Stanfield,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_33127,33127,Mitsubishi Fuso,<p>On rules and box to an edition of GO</p>,
pub_16715,16715,Monkey Pod Games,"<p>Monkey Pod Games have developed, designed and manufactured hundreds of brain-teaser models, educational puzzles and board games.</p> <p>Monkey Pod Games is named after the Monkey Pod tree, which is",
pub_99,99,Otto Maier Verlag,"<p>The Otto Maier Verlag Ravensburg today is known as Ravensburger. But the RAVENSBURGER SPIELE-VERLAG GMBH was founded in the year 1992, so all games before 12/1992 are from the &quot;Otto Maier Verl",
pub_1226,1226,Play All Day Games,"<p>Play All Day Games is the publishing branch of WorldWise Imports LLC, a board game distributor based in Las Vegas, NV.<br /> They specialize in light and fun family and party games.</p>",
pub_945,945,Reiss Games,"<p>Reiss Games Incorporated, was a toy and game company, originally founded as &quot;Reiss Associates Incorporated&quot;. It had various 'divisions', such as &quot;<a href=""/boardgamepublisher/130/gam",
pub_9188,9188,"Sato Kei Shoten Co., Ltd.",<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_4668,4668,Schmidt International,"<p>A subsidiary of <a href=""/boardgamepublisher/38/schmidt-spiele"" >Schmidt Spiele</a>.</p> <p><br /> <strong>Microbadge</strong></p> <p><img src=""https://cf.geekdo-static.com/images/microbadges/schmi",
pub_433,433,Skor-Mor,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_6367,6367,U3,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_3245,3245,"Wm F. Drueke & Sons, Inc.","<p>Operating for most of the 20th century, Drueke was a family-owned and operated wooden game manufacturer. Their main products include chessmen, chess boards, and cribbage pegboards. The company was ",
pub_7506,7506,Wood Expressions,"<p>For nearly 50 years, Wood Expressions, Inc. has been dedicated to manufacturing, importing, and distributing high-quality games from around the world. <a href=""/https://woodexpressions.com/collecti",
pub_16758,16758,"WorldWise Imports, LLC","<p>Publisher Blurb:</p> <p>Cheryl Stern, founder and former CEO of The Game Keeper, Inc, started WorldWise Imports in 2000. Having imported chess and traditional games for over 20 years for The Game K",
pub_7537,7537,ZTS Plastyk,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_21491,21491,Gordion Games,"<p>Gordion Games is the game-publishing division of Gordian Puzzle (Eğitime Destek&ccedil;i Puzzle), which started business in 1989.</p>",
pub_23628,23628,Monkey Time,"<p>Alternate name: מאנקיטיים</p> <p>Translated from the company site (www.monkeytime.co.il):</p> <p>Monkey Time is a new breed of game company. We not only sell games, we love games, we play our games",
pub_24874,24874,64 Ounce Games,<p>A board game company with a sense of humor.</p> <p>Our mission is to provide high quality strategy board games that are also blind accessible.</p>,
pub_5020,5020,Ísöld ehf.,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_3395,3395,Midgaard Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_131,131,Venice Connection,"<p>Venice Connection was born in 1995, when <a href=""/boardgamedesigner/24/alex-randolph"" >Alex Randolph</a>, <a href=""/boardgamedesigner/138/leo-colovini"" >Leo Colovini</a>, and <a href=""/boardgamede",
pub_1511,1511,Ventura Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_50993,50993,Hachette Boardgames UK,"<p>A UK distributor, importing games from European publishers to your favourite shops and cafes!</p> <p>We work closely with these publishers to adapt our games for the UK, whether it's a strategy or ",
pub_12572,12572,Gutenberg ehf.,<p>An Icelandic printing company.</p>,
pub_32569,32569,JD Éditions,<p>Publisher.</p>,
pub_114,114,Fata Morgana Spiele,"<p><strong>Microbadge</strong></p> <p><a href=""/microbadge/2360""><img alt='Microbadge: Fata Morgana fan' onmouseover=""return overlib('Fata Morgana fan', WRAP );"" onmouseout=""return nd();"" title=''clas",
pub_59159,59159,Jelly Monster,"<p>Aim identity between the publishers and our audience, we reformulate Jogo na Mesa.</p> <p>There were several ideas, but when we looked closely at our JM, Jelly Monster came to mind.</p> <p>After al",
pub_24042,24042,Cube Factory of Ideas,"In Factory of Ideas, we have been playing boardgames for a very long time. We love the way they entertain and bring people together. At some point in time we have decided to share this passion and sta",
pub_34209,34209,Blackfire Games,<p><strong>User Summary</strong></p> <p>Developer and Publisher of Runestone Keeper.</p>,
pub_934,934,"Bandai Co., Ltd.","<p>Founded as a toy company, they branched out into video games starting in the 1980s.</p> <p><strong><a class="""" href=""/wiki/page/Microbadges#"">Microbadges</a></strong><br /> <a href=""/microbadge/195",
pub_137,137,Don & Co.,"<p>Don &amp; Co was the one-man company run by Kris Burm with the sole goal of getting his Project GIPF published, and showing established publishers that there was more interest in abstract games tha",
pub_28088,28088,Klask ApS,<p>Publisher of the game KLASK<br /> Owned by Mikkel Bertelsen</p>,
pub_30391,30391,Big Potato Games,"<p><strong>Big Potato Games</strong> is a company that's as versatile as its vegetable namesake. We turn our hands to everything from quiz games to party games, kids games to toys. Sometimes we develo",
pub_34638,34638,FantasTies,<p>A company with a passion for the fun around the table.<br /> Delivering high quality games</p>,
pub_2349,2349,Îlot 307,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_52596,52596,Salta Pal Lao,<p>[ENG] We are a chilean board game publisher and distributor born in 2021.</p> <p>[ESP] Somos una editorial y distribuidora chilena de juegos de mesa nacida el 2021.</p>,
pub_46724,46724,HANALL M&C,"<p>Publisher Blurb: HANALL M&amp;C was established in March 1981 and is devoted to the cultural contents business that encompasses the entire domestic cultural field. We are active in various fields, ",
pub_14966,14966,Print & Play Productions,"<p>We make custom prototypes, do small print runs for kickstarters, and supply game bits.</p> <p>We currently have a 48 hour turn around time for all standard orders, so you know you'll get your game ",
